Harm. #	Coeff. a	Coeff. b	Amplitude	Phase
84	-0.00024022	0.00099710	0.00102562	0.98244009
85	0.00043208	0.00028827	0.00051942	0.48744640
86	0.00033637	0.00063452	0.00071816	0.54169248
87	0.00057102	0.00094896	0.00110751	1.20281364
88	0.00197326	0.00076078	0.00211483	-1.35407575
89	0.01817410	-0.00400155	0.01860941	0.33920195
90	0.00081130	0.00229935	0.00243828	-0.50553185
91	-0.00062849	0.00113547	0.00129780	-0.51126246
92	-0.00030200	0.00053830	0.00061723	-0.07071039
93	-0.00003600	0.00050822	0.00050949	0.74945296
94	0.00034010	0.00036547	0.00049923	0.40310135
95	0.00047070	0.00110376	0.00119993	0.77138300
96	0.00055904	0.00057493	0.00080192	1.07978233
97	0.00067085	0.00035870	0.00076072	0.62300653
98	0.00120832	0.00168183	0.00207089	-0.01977615
99	-0.00031453	0.01590237	0.01590548	-1.29045572
100	-0.00503435	0.00144951	0.00523887	-1.55214376
101	-0.00205468	0.00003833	0.00205504	-1.47795818
102	-0.00166094	0.00015464	0.00166812	-1.00190593
103	-0.00116010	0.00074177	0.00137697	-1.31893602
104	-0.00143759	0.00036993	0.00148442	-1.01136659
105	-0.00096543	0.00060451	0.00113907	-1.00076689
106	-0.00110749	0.00070991	0.00131549	-0.75676393
107	-0.00113030	0.00119695	0.00164629	-0.83494143
108	-0.00181359	0.00164224	0.00244664	-1.52093581
109	-0.00933552	0.00046586	0.00934714	-0.01264157
110	0.00007744	-0.00612555	0.00612604	-0.09419325
111	0.00020282	-0.00214688	0.00215644	-0.04673496
112	0.00007350	-0.00157162	0.00157334	0.47620901
113	-0.00068251	-0.00132320	0.00148885	-0.08379946
114	0.00009094	-0.00108263	0.00108644	0.42048584
115	-0.00042157	-0.00094278	0.00103274	0.55858805
116	-0.00059357	-0.00094973	0.00111996	0.37678563
117	-0.00048104	-0.00121570	0.00130741	1.38632821
118	-0.00079018	-0.00014744	0.00080382	0.07473061
119	-0.00032442	-0.00433307	0.00434519	-1.51774096
120	0.00280637	-0.00014903	0.00281032	1.46547495
121	0.00125688	0.00013287	0.00126388	1.39585838
122	0.00090193	0.00015941	0.00091591	-1.43648391
123	0.00048998	-0.00006621	0.00049443	1.47696234
124	0.00052159	0.00004909	0.00052389	-1.18763930
125	0.00039954	-0.00016105	0.00043078	-0.47141642
126	0.00023664	-0.00046423	0.00052106	-1.18735035
127	0.00065455	-0.00026405	0.00070581	-0.26861277
128	0.00028255	-0.00102647	0.00106465	1.27137112
129	0.00232336	0.00071724	0.00243155	-0.58939965
130	-0.00065762	0.00098346	0.00118307	-0.19761656
131	-0.00011335	0.00056612	0.00057735	-0.22564760
132	-0.00009499	0.00041379	0.00042455	-0.03915123
133	-0.00001269	0.00032396	0.00032421	-0.33169393
134	-0.00003956	0.00011487	0.00012149	0.65275234
135	0.00018918	0.00024744	0.00031148	1.05420439
136	0.00034313	0.00019491	0.00039462	0.07416151
137	0.00005307	0.00071422	0.00071619	0.83442556
138	0.00075177	0.00068145	0.00101466	-0.79486325
139	-0.00108110	0.00106082	0.00151463	0.84905977
140	-0.00038844	-0.00034189	0.00051747	1.11709854
141	-0.00030286	-0.00014768	0.00033695	-1.22090667
142	-0.00025941	0.00009466	0.00027614	0.80428223
143	-0.00024708	-0.00023792	0.00034301	0.23841362
144	0.00004150	0.00017075	0.00017572	-1.46567322
145	-0.00045902	0.00004843	0.00046156	-1.32700177
146	-0.00037859	0.00009417	0.00039012	-1.12359178
147	-0.00028990	0.00013904	0.00032152	-1.43602866
148	-0.00102912	0.00013954	0.00103854	0.74043347
149	-0.00059345	-0.00064937	0.00087969	0.59308751
150	-0.00024922	-0.00036974	0.00044589	-0.13520097
151	0.00004578	-0.00033651	0.00033961	0.11168860
152	-0.00004913	-0.00043809	0.00044083	-0.52785757
153	0.00016537	-0.00028364	0.00032833	-0.54916407
154	0.00013549	-0.00022140	0.00025956	-0.45935651
155	0.00008148	-0.00016473	0.00018378	-0.04273391
156	0.00001269	-0.00029680	0.00029707	-0.90812575
157	0.00011848	-0.00009246	0.00015029	0.60888045
158	-0.00045637	-0.00065453	0.00079793	-0.87713242
159	0.00070329	-0.00058480	0.00091466	-1.42630967
160	0.00029505	-0.00004293	0.00029816	-1.12521687
161	0.00027098	-0.00012943	0.00030031	1.42753752
162	0.00025463	0.00003673	0.00025727	1.34203313
163	0.00014938	0.00003478	0.00015338	0.12999582
164	-0.00001671	-0.00012781	0.00012889	-0.28052691
165	0.00008283	-0.00028748	0.00029917	-1.56019800
166	0.00053175	-0.00000564	0.00053178	1.05174672
167	0.00020165	0.00011520	0.00023224	-0.93131592
168	0.00070427	-0.00052379	0.00087770	0.55244661
169	0.00059175	0.00095990	0.00112764	0.87139446
170	0.00033492	0.00028176	0.00043768	0.94363726
171	0.00041263	0.00029907	0.00050962	-0.83227639
172	-0.00110343	0.00100454	0.00149219	1.46667158
173	0.00012919	0.00001350	0.00012989	-0.85759328
174	-0.00027207	0.00023537	0.00035975	-0.24211656
175	-0.00004776	0.00019339	0.00019920	-0.38155564
176	-0.00010023	0.00024981	0.00026917	0.03622101
177	-0.00001118	-0.00030849	0.00030869	0.40204676
178	0.00024610	0.00057879	0.00062894	-0.99244434
179	-0.00029257	0.00019100	0.00034940	-0.00577737
180	-0.00000246	0.00042531	0.00042531	0.16285116
181	0.00003942	0.00023994	0.00024316	-1.52563218
182	-0.00089896	0.00004063	0.00089988	0.77712029
183	0.00066378	0.00067486	0.00094659	1.42826920
184	-0.00080357	-0.00011531	0.00081180	1.05274427
185	-0.00036050	-0.00020548	0.00041495	-0.69036314
186	-0.00009762	0.00011819	0.00015329	-1.25781199
187	-0.00049097	0.00015889	0.00051604	-0.30423597
188	0.00006557	-0.00020883	0.00021888	-1.08221792
189	-0.00019401	0.00010313	0.00021972	1.32105935
190	-0.00024680	-0.00006295	0.00025470	1.56588951
191	-0.00026199	-0.00000129	0.00026200	0.27972409
192	-0.00005267	-0.00018336	0.00019077	-1.14911432
193	-0.00089187	0.00040008	0.00097749	0.33356023
194	-0.00023077	-0.00066600	0.00070485	-0.15377256
195	0.00006056	-0.00039073	0.00039539	-1.39650178
196	-0.00024170	0.00004256	0.00024541	-0.07311034
197	0.00004533	-0.00061886	0.00062052	0.04579073
198	0.00001952	0.00042589	0.00042633	0.93844522
199	-0.00032304	-0.00023670	0.00040048	-1.22863213
200	-0.00011620	0.00004139	0.00012335	-0.21552040
201	0.00004628	-0.00021140	0.00021640	-1.43997332
202	-0.00047734	0.00006281	0.00048145	-0.40683008
203	0.00029488	-0.00068438	0.00074521	-0.82605203
204	-0.00006410	0.00005909	0.00008718	1.05084253
205	-0.00032388	-0.00018542	0.00037321	-0.08093269
206	0.00003363	-0.00041458	0.00041595	-0.42791028
207	0.00002012	-0.00004412	0.00004849	-1.11683079
208	-0.00046831	0.00022852	0.00052109	-1.37904347
209	-0.00014388	0.00002793	0.00014656	0.68200477
210	-0.00036193	-0.00044573	0.00057417	1.01360887
211	-0.00022823	-0.00014220	0.00026891	-0.04169782
212	0.00003806	-0.00091221	0.00091300	0.43181897
213	0.00026134	0.00056712	0.00062444	0.97567560
214	-0.00056660	-0.00038359	0.00068423	0.07677878
215	-0.00006116	-0.00079495	0.00079730	-0.77762616
216	-0.00027327	0.00027755	0.00038950	-0.29768433
217	0.00031192	-0.00101667	0.00106345	0.97965833
218	0.00008352	0.00005606	0.00010059	-0.08412215
219	0.00002652	-0.00031449	0.00031560	-0.12800190
220	0.00002202	-0.00017109	0.00017250	-0.48077161
221	0.00009259	-0.00017752	0.00020021	1.45627369
222	0.00025956	0.00002986	0.00026127	-1.14998868
223	-0.00021735	0.00009727	0.00023813	0.41630085
224	-0.00028250	-0.00063894	0.00069861	-1.19630720
225	0.00055057	-0.00021639	0.00059157	0.72458755
226	-0.00080099	-0.00090486	0.00120845	0.88301194
227	0.00138677	0.00113939	0.00179481	0.67382344
228	-0.00043361	-0.00054303	0.00069491	1.09536334
229	0.00016052	0.00008264	0.00018054	0.13295875
230	-0.00002033	-0.00015197	0.00015332	0.69797424
231	-0.00010239	-0.00012206	0.00015931	-0.43691402
232	0.00007756	-0.00016607	0.00018329	-1.10837447
233	0.00013604	-0.00006781	0.00015200	-0.84218163
234	0.00013055	-0.00011651	0.00017498	1.31131122
235	0.00008421	0.00002235	0.00008712	1.56880824
236	0.00043968	0.00000087	0.00043968	-1.16632359
237	-0.00035791	0.00015321	0.00038933	-0.57230353
238	0.00037433	-0.00058106	0.00069119	-0.55304998
239	0.00004642	-0.00007520	0.00008837	-1.33854270
240	0.00022443	-0.00005308	0.00023062	0.25278277
241	-0.00003953	-0.00015302	0.00015804	-1.34403105
242	0.00033375	-0.00007701	0.00034252	-1.10484100
243	-0.00017202	0.00008651	0.00019255	-0.05987263
244	0.00001750	-0.00029197	0.00029250	-1.17908346
245	0.00023348	-0.00009644	0.00025262	1.44970676
246	-0.00022360	-0.00002721	0.00022524	-0.97918600
247	0.00067285	-0.00045208	0.00081062	0.03242174
248	0.00000683	0.00021066	0.00021077	-1.10331288
249	0.00018317	-0.00009247	0.00020519	-0.60270892
250	0.00007937	-0.00011535	0.00014002	1.23342465
251	0.00013444	0.00004716	0.00014247	-0.16850098
252	0.00002501	-0.00014702	0.00014913	-1.07355213
253	0.00015831	-0.00008592	0.00018013	-0.61352730
254	0.00009156	-0.00013002	0.00015903	1.30143347
255	0.00007560	0.00002087	0.00007843	-0.75575179
256	0.00018203	-0.00019315	0.00026541	0.28350613
257	0.00014396	0.00049411	0.00051465	0.10711515
258	-0.00002502	-0.00023270	0.00023404	-0.36502298
259	0.00001929	-0.00005048	0.00005404	-1.26923284
260	0.00027531	-0.00008564	0.00028832	0.45504465
261	-0.00008104	-0.00016563	0.00018440	0.78826163
262	0.00028312	0.00028150	0.00039925	0.72225282
263	-0.00001765	-0.00002003	0.00002669	1.05641377
264	0.00013096	0.00007401	0.00015043	-0.16383827
265	-0.00001170	0.00007080	0.00007176	-0.64038311
266	-0.00010585	0.00014206	0.00017716	-0.02479034
267	0.00000402	-0.00016199	0.00016204	-1.48381233
268	0.00007931	-0.00000692	0.00007961	-0.68896643
269	0.00008931	-0.00010844	0.00014049	0.03505104
270	0.00000394	0.00011242	0.00011249	-0.10044957
271	-0.00000652	0.00006471	0.00006504	-1.02134763
272	-0.00015120	0.00009258	0.00017729	-0.32114726
273	0.00003440	-0.00010341	0.00010898	1.16487791
274	0.00006132	0.00002635	0.00006674	-0.87791293
275	-0.00014506	0.00012042	0.00018853	0.88807292
276	-0.00015345	-0.00012478	0.00019778	-1.12775122
277	0.00016709	-0.00007929	0.00018495	-0.24479581
278	0.00003595	-0.00014392	0.00014834	-0.89184450
279	0.00012800	-0.00010328	0.00016447	1.54954241
280	0.00014794	0.00000314	0.00014798	-0.16395048
281	-0.00002595	0.00015687	0.00015900	0.05733810
282	-0.00000538	-0.00009375	0.00009390	-0.18677581
283	0.00000870	-0.00004604	0.00004685	0.84543698
284	0.00005863	0.00005198	0.00007835	0.89498331
285	-0.00012022	-0.00009639	0.00015409	-1.07060543
286	0.00014018	-0.00007661	0.00015975	0.42289859
287	-0.00003777	-0.00008392	0.00009203	1.48236972
288	0.00010476	0.00000929	0.00010517	0.14044604
289	0.00000854	0.00006039	0.00006099	-0.88562801
290	-0.00011562	0.00009449	0.00014932	0.44399550
291	-0.00004821	-0.00010136	0.00011224	-0.26310742
292	-0.00001128	0.00004186	0.00004335	0.66851609
293	-0.00012512	-0.00015841	0.00020186	0.10847827
294	-0.00003860	-0.00035447	0.00035656	0.93584567
295	0.00008962	0.00006603	0.00011132	0.12239328
296	-0.00001662	-0.00013511	0.00013613	0.09390844
297	-0.00000389	-0.00004133	0.00004151	1.38873092
298	0.00015165	0.00002792	0.00015420	1.52371999
299	0.00019163	0.00000903	0.00019185	-0.09429438
300	-0.00001109	0.00011730	0.00011783	0.98417161
301	-0.00005275	-0.00003506	0.00006334	-0.02887151
302	0.00000141	-0.00004884	0.00004886	1.50389440
303	0.00011675	0.00000782	0.00011702	1.06966618
304	-0.00005796	-0.00003175	0.00006609	-0.28313052
305	-0.00002192	0.00007533	0.00007845	0.92775841
306	0.00010073	0.00007547	0.00012586	0.53807312
307	-0.00002275	-0.00003811	0.00004439	0.69148676
308	-0.00009787	-0.00011823	0.00015348	-0.18572520
309	0.00000756	-0.00004026	0.00004096	-1.18334126
310	0.00011680	-0.00004766	0.00012615	-1.42320850
311	-0.00011385	0.00001693	0.00011510	-1.03960356
312	0.00009057	-0.00005321	0.00010504	-1.26621340
313	0.00006884	-0.00002164	0.00007216	1.22919636
314	0.00011809	0.00004198	0.00012533	-0.93999950
315	-0.00002780	0.00002031	0.00003443	0.70528343
316	0.00011181	0.00013133	0.00017248	-1.20167204
317	-0.00014162	0.00005479	0.00015185	1.51820447
318	-0.00014806	-0.00000779	0.00014827	0.67688035
319	-0.00007990	-0.00009944	0.00012757	0.51125958
320	-0.00003504	-0.00006246	0.00007162	0.77666963
321	-0.00011290	-0.00011489	0.00016107	-0.94299541
322	0.00015977	-0.00011596	0.00019742	-1.48379154
323	0.00008378	-0.00000731	0.00008410	1.51163071
324	-0.00009714	-0.00000575	0.00009731	-1.35458649
325	0.00013843	-0.00003040	0.00014173	-0.86416152
326	-0.00013523	0.00011545	0.00017781	-1.36253862
327	0.00004847	-0.00001024	0.00004954	1.38354763
328	-0.00006342	-0.00001202	0.00006455	0.50368003
329	0.00001818	0.00003300	0.00003768	0.68443474
330	-0.00007639	-0.00009361	0.00012082	-0.93072893
331	-0.00001268	0.00000944	0.00001581	-0.12319026
332	-0.00000954	0.00007701	0.00007760	1.40321422
333	-0.00014730	-0.00002492	0.00014939	-0.16282818
334	0.00001256	-0.00007644	0.00007746	1.39936272
335	-0.00018950	-0.00003281	0.00019231	-0.15559347
336	0.00001632	-0.00010402	0.00010529	0.72701721
337	0.00004193	0.00004713	0.00006308	-1.34907701
338	0.00004944	-0.00001114	0.00005068	-1.46741403
339	-0.00016659	0.00001728	0.00016748	0.28241410
340	0.00000277	0.00000955	0.00000994	-1.46288299
341	-0.00022795	0.00002470	0.00022929	-0.30854123
342	0.00003684	-0.00011559	0.00012132	-0.80173142
343	0.00002414	-0.00002336	0.00003359	-0.83914391
344	-0.00011996	0.00010772	0.00016123	-0.09411276
345	0.00002155	-0.00022830	0.00022932	-0.76714699
346	-0.00010457	0.00010846	0.00015066	-0.39674410
347	0.00005948	-0.00014197	0.00015392	-1.11889415
348	-0.00009101	0.00004418	0.00010117	-0.14412034
349	0.00000984	-0.00006780	0.00006851	1.09468114
350	-0.00005217	-0.00002690	0.00005870	-0.73633490
351	0.00019110	-0.00021084	0.00028456	0.37106669
352	0.00005405	0.00013892	0.00014907	-1.56136732
353	-0.00015469	0.00000146	0.00015469	-0.84019183
354	-0.00005440	0.00004874	0.00007304	-1.07812576
355	0.00029391	-0.00015778	0.00033358	1.50864175
356	-0.00029056	-0.00001808	0.00029112	-1.43803150
357	0.00009689	-0.00001294	0.00009775	-1.14884649
358	0.00005705	-0.00002561	0.00006253	-0.00032160
359	-0.00000004	0.00013142	0.00013142	-0.47337342
360	0.00011525	-0.00022499	0.00025279	-0.40568070
361	-0.00010963	0.00025524	0.00027779	1.17822395
362	-0.00011832	-0.00004899	0.00012806	1.32051555
363	-0.00009289	-0.00002375	0.00009587	-0.38818546
364	-0.00003631	0.00008879	0.00009593	0.01252395
365	-0.00000214	-0.00017057	0.00017058	-1.53878173
366	0.00009987	-0.00000320	0.00009992	0.84305619
367	-0.00006473	-0.00005767	0.00008669	-0.42394965
368	-0.00001202	0.00002663	0.00002921	-0.08377404
369	0.00001044	-0.00012432	0.00012476	-1.36772846
370	0.00002600	-0.00000535	0.00002655	0.42282330
371	-0.00006218	-0.00013818	0.00015153	-0.35703142
372	0.00002551	-0.00006840	0.00007300	-1.34442570
373	0.00011681	-0.00002690	0.00011987	1.18128238
374	-0.00017243	-0.00007078	0.00018639	-1.40956010
375	0.00013835	-0.00002250	0.00014017	-0.69956461
376	-0.00010429	0.00012393	0.00016197	-0.20221038
377	0.00000598	-0.00002918	0.00002979	0.76046694
378	-0.00010276	-0.00010801	0.00014908	1.30801106
379	0.00011463	0.00003084	0.00011871	0.51530317
380	-0.00008243	-0.00014555	0.00016727	-1.41408384
381	0.00015340	-0.00002424	0.00015530	-0.77392315
382	-0.00001742	0.00001783	0.00002493	0.91103241
383	-0.00004946	-0.00003837	0.00006260	-0.93649531
384	0.00009811	-0.00007218	0.00012180	-1.10193183
385	-0.00016262	0.00008237	0.00018229	-0.27822781
386	0.00004167	-0.00014589	0.00015173	0.90748890
387	-0.00003456	-0.00002700	0.00004386	-1.37981482
388	0.00013257	-0.00002563	0.00013503	1.50022792
389	-0.00014852	-0.00001050	0.00014889	-1.26622599
390	0.00015697	-0.00004934	0.00016454	-1.35581924
391	-0.00020022	0.00004372	0.00020494	-0.18449321
392	0.00001223	-0.00006553	0.00006666	-0.72646216
393	0.00005279	-0.00005941	0.00007947	-1.34251561
394	-0.00008921	0.00002073	0.00009158	-0.18540269
395	0.00000329	-0.00001756	0.00001787	0.21329006
396	0.00003501	0.00016164	0.00016539	0.11348176
397	-0.00000335	-0.00002936	0.00002955	-0.89530077
398	-0.00014196	0.00011374	0.00018191	-0.90544340
399	0.00016784	-0.00013170	0.00021334	-0.96961578
400	-0.00017057	0.00011699	0.00020683	-0.89975918
401	0.00011400	-0.00009051	0.00014557	1.54179683
402	0.00005554	0.00000161	0.00005556	0.04900948
403	0.00000610	0.00012442	0.00012457	-0.49877670
404	0.00004284	-0.00007864	0.00008955	-0.10112348
405	-0.00000630	0.00006207	0.00006239	0.74795389
406	-0.00006181	-0.00006662	0.00009088	1.37968682
407	-0.00007622	-0.00001475	0.00007763	-0.37419779
408	0.00004618	-0.00011760	0.00012634	-0.32270246
409	-0.00002516	0.00007524	0.00007934	-1.02811458
410	0.00009164	-0.00005527	0.00010701	0.18402515
411	0.00001557	0.00008367	0.00008511	0.41872836
412	0.00003609	0.00008108	0.00008875	0.63934100
413	-0.00005461	-0.00007345	0.00009153	-1.39471786
414	0.00016670	-0.00002966	0.00016932	0.85758354
415	-0.00019485	-0.00016857	0.00025764	0.67967625
416	0.00005502	0.00006808	0.00008753	-1.19989258
417	0.00006349	-0.00002469	0.00006813	-0.48422998
418	-0.00003410	0.00006482	0.00007324	0.75695649
419	-0.00005530	-0.00005853	0.00008052	-0.97339326
420	-0.00005704	0.00003881	0.00006899	1.30758564
421	-0.00006418	-0.00001730	0.00006647	-0.07754986
422	0.00000640	-0.00008241	0.00008266	-1.53984663
423	0.00012711	-0.00000394	0.00012717	1.41744942
424	-0.00014996	-0.00002318	0.00015175	1.44905581
425	0.00004452	0.00000545	0.00004485	1.34887392
426	-0.00004362	-0.00000984	0.00004472	1.43521839
427	0.00003190	0.00000435	0.00003219	0.88405408
428	-0.00012907	-0.00010582	0.00016690	1.40458310
429	0.00006212	0.00001042	0.00006299	0.38800560
430	-0.00005515	-0.00013493	0.00014577	1.22458036
431	0.00009471	0.00003417	0.00010068	0.49919400
432	-0.00001421	-0.00002606	0.00002969	-1.50431194
433	-0.00005028	0.00000335	0.00005039	-0.49239627
434	0.00004087	-0.00007618	0.00008645	-1.13847040
435	-0.00010002	0.00004615	0.00011015	-0.78591406
436	0.00002034	-0.00002032	0.00002875	0.08408059
437	-0.00000321	-0.00003803	0.00003817	0.78128792
438	0.00004901	0.00004941	0.00006959	-0.91366922
439	-0.00005830	0.00004498	0.00007363	1.09195226
440	0.00007712	0.00004003	0.00008689	-1.39761583
441	-0.00006056	0.00001059	0.00006148	1.24382463
442	0.00001351	0.00000458	0.00001426	1.06446575
443	-0.00004684	-0.00002598	0.00005357	-0.51985355
444	-0.00002269	0.00003965	0.00004569	-0.27749164
445	0.00002035	-0.00007146	0.00007430	-1.41413393
446	0.00002328	-0.00000368	0.00002357	1.54047782
447	-0.00001419	-0.00000043	0.00001419	-1.00068847
448	-0.00008866	0.00005684	0.00010532	0.45815542
449	-0.00000697	-0.00001414	0.00001577	-1.53522996
450	0.00004774	-0.00000170	0.00004777	1.21717261
451	-0.00010134	-0.00003741	0.00010802	0.02827301
452	-0.00000343	-0.00012120	0.00012125	-0.57768908
453	0.00001650	-0.00002531	0.00003021	1.19044168
454	-0.00001833	-0.00000733	0.00001974	-0.69357612
455	0.00006364	-0.00007655	0.00009955	-0.40029740
456	0.00003381	-0.00007991	0.00008677	0.12303787
457	0.00000636	0.00005146	0.00005186	0.35999693
458	-0.00003884	-0.00010320	0.00011027	0.30744621
459	0.00001005	0.00003164	0.00003319	-0.84781818
460	0.00001657	-0.00001462	0.00002210	-0.85329373
461	0.00002211	-0.00001929	0.00002934	0.35924463
462	0.00001481	0.00003944	0.00004213	-0.93313252
463	0.00005221	-0.00003868	0.00006498	0.67917316
464	0.00001774	0.00002197	0.00002824	-1.35668343
465	-0.00003384	0.00000736	0.00003464	1.38452552
466	-0.00006270	-0.00001182	0.00006381	-0.50751478
467	0.00000685	-0.00001231	0.00001409	-1.38174002
468	-0.00006923	0.00001325	0.00007049	-0.02822580
469	-0.00000065	0.00002295	0.00002296	0.85655182
470	-0.00003009	-0.00002608	0.00003982	-0.08908534
471	0.00000660	-0.00007393	0.00007422	1.01858777
472	0.00006134	0.00003779	0.00007205	-0.24360123
473	0.00000865	-0.00003482	0.00003587	0.91737854
474	0.00006360	0.00004870	0.00008011	1.26659041
475	-0.00004836	-0.00001518	0.00005069	-1.49522590
476	-0.00007352	0.00000557	0.00007373	0.23216961
477	-0.00000462	-0.00001953	0.00002007	-0.77374514
478	0.00004281	-0.00004382	0.00006126	-0.07744698
479	0.00000523	-0.00006744	0.00006764	0.19796987
480	0.00001381	0.00006886	0.00007023	1.35864834
481	0.00001337	0.00000288	0.00001368	1.00087658
482	-0.00004945	-0.00003169	0.00005873	-0.54073602
483	0.00003639	-0.00006060	0.00007069	0.25819537
484	-0.00000551	-0.00002087	0.00002158	0.46561095
485	0.00002111	0.00004201	0.00004701	0.18244643
486	-0.00000419	-0.00002269	0.00002308	-0.04609203
487	-0.00000289	0.00006258	0.00006265	-0.53893386
488	0.00001265	-0.00002115	0.00002464	-0.71977356
489	-0.00003334	0.00003803	0.00005057	-1.05923687
490	-0.00001247	0.00000700	0.00001431	1.14597341
491	-0.00006896	-0.00003120	0.00007569	1.24558531
492	-0.00002828	-0.00000954	0.00002985	-0.64477704
493	0.00000724	-0.00000963	0.00001205	1.35897069
494	0.00003734	0.00000803	0.00003819	-1.51795483
495	-0.00002228	0.00000118	0.00002231	-1.08010028
496	-0.00003184	0.00001701	0.00003610	-0.70679514
497	-0.00002372	0.00002778	0.00003653	-0.12164023
498	0.00000431	-0.00003523	0.00003549	0.15549813
499	-0.00000703	-0.00004484	0.00004539	0.69773876
500	-0.00002921	-0.00003484	0.00004546	-0.42773497
501	0.00002873	-0.00006303	0.00006927	-1.25034514
502	0.00001994	-0.00000662	0.00002101	-0.91938780
503	0.00009078	-0.00006921	0.00011415	0.10175817
504	0.00000447	0.00004374	0.00004397	0.20492369
